Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
210708.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	816.49
210709.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.96	29887	29887	1	1	1689.70
210711.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	853.30
210712.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	699.37
210713.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.00	29887	29887	1	1	1770.00
210714.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	491.90
210715.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	505.29
210716.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	518.67
210717.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.00	29887	29887	1	1	2603.14
210718.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.05	29903	29903	1	1	20298.97
210719.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.01	29903	29903	1	1	1976.39
210720.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.95	29903	29903	1	1	1588.47
210735.consensus	1	1	1	1	1	0	29900	29900	29900	29900	29900	0	1	29900	29900	37.99	29900	29900	1	1	541.81
210737.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	886.76
210738.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.98	29903	29903	1	1	2190.42
210739.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.85	29903	29903	1	1	8296.83
210740.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.12	29903	29903	1	1	21345.68
210741.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	2287.40
210742.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.99	29903	29903	1	1	224.06
210743.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.98	29903	29903	1	1	488.25
210744.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	803.11
210747.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	1067.46
210748.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	766.30
210749.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.96	29887	29887	1	1	849.87
210750.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	38.03	29893	29893	1	1	15518.68
210752.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	702.27
210753.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	823.18
210754.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	1398.74
210755.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	552.13
210756.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.93	29887	29887	1	1	1555.86
210757.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	1297.53
210758.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	1254.85
210759.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.95	29887	29887	1	1	993.74
210760.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	976.49
210761.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	977.11
210762.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.95	29887	29887	1	1	980.36
210764.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.09	29903	29903	1	1	18844.26
210765.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.90	29903	29903	1	1	6624.75
210766.consensus	1	1	1	1	1	0	29902	29902	29902	29902	29902	0	1	29902	29902	38.13	29902	29902	1	1	91027.36
210767.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	39.13	29903	29903	1	1	64555.40
210773.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.21	29903	29903	1	1	19870.92
210775.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.97	29887	29887	1	1	1345.07
210776.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.01	29903	29903	1	1	2110.16
210777.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	2944.72
210778.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.96	29903	29903	1	1	936.36
210779.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.93	29903	29903	1	1	581.88
210780.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.02	29903	29903	1	1	49898.00
210781.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.99	29903	29903	1	1	3076.61
210782.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.93	29903	29903	1	1	2140.25
210783.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.00	29903	29903	1	1	1708.86
210784.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.27	29903	29903	1	1	82837.84
210785.consensus	1	1	1	1	1	0	29902	29902	29902	29902	29902	0	1	29902	29902	38.00	29902	29902	1	1	4521.44
210789.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.05	29903	29903	1	1	13259.54
210790.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.56	29903	29903	1	1	84613.58
210791.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.04	29887	29887	1	1	5463.91
210795.consensus	1	1	1	1	1	0	29901	29901	29901	29901	29901	0	1	29901	29901	38.12	29901	29901	1	1	9116.75
210797.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.06	29903	29903	1	1	14801.19
210798.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.92	29903	29903	1	1	13005.38
210799.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.09	29903	29903	1	1	7143.10
210800.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.24	29903	29903	1	1	64327.99
210801.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.98	29903	29903	1	1	431.39
210803.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.11	29903	29903	1	1	9965.56
210806.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.15	29903	29903	1	1	53971.17
210807.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.09	29903	29903	1	1	7246.76
210809.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.96	29903	29903	1	1	438.08
210812.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.00	29887	29887	1	1	5888.85
210813.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	1305.05
210814.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	1800.29
210815.consensus	1	1	1	1	1	0	29885	29885	29885	29885	29885	0	1	29885	29885	38.09	29885	29885	1	1	16817.80
210816.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.96	29903	29903	1	1	2936.16
210817.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.98	29887	29887	1	1	1873.72
210820.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	441.71
210821.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	3744.48
210822.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	977.11
210823.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	4437.16
210824.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	595.64
210825.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.16	29887	29887	1	1	10248.60
210826.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.92	29884	29884	1	1	2837.64
210827.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.99	29887	29887	1	1	936.86
210828.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	414.94
210830.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	3771.25
210831.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	3332.89
210833.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	224.20
210835.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	983.80
210836.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	873.38
210837.consensus	1	1	1	1	1	0	29885	29885	29885	29885	29885	0	1	29885	29885	38.06	29885	29885	1	1	13357.87
210838.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	1261.54
210840.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	1371.97
210845.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	803.11
210846.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	756.26
210848.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	823.18
210853.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	8087.94
210858.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	491.90
210859.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	843.26
210860.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	933.61
210861.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	1622.94
210862.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	803.11
210864.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	803.11
210865.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.95	29887	29887	1	1	1000.43
210869.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.92	29887	29887	1	1	5430.45
210881.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.98	29903	29903	1	1	5297.13
210887.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	880.07
210888.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.98	29887	29887	1	1	4276.11
210889.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	2633.52
210890.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	4698.17
210893.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.05	29887	29887	1	1	9833.71
210894.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.38	29903	29903	1	1	18733.91
210895.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.12	29903	29903	1	1	6032.84
210896.consensus	1	1	1	1	1	0	29902	29902	29902	29902	29902	0	1	29902	29902	38.06	29902	29902	1	1	9042.87
210897.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.17	29903	29903	1	1	14961.71
210901.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.09	29903	29903	1	1	7778.48
210902.consensus	1	1	1	1	1	0	29900	29900	29900	29900	29900	0	1	29900	29900	38.12	29900	29900	1	1	12197.32
210908.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	39.77	29903	29903	1	1	76152.89
210912.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.16	29887	29887	1	1	17141.23
210913.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	2290.74
210914.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.01	29903	29903	1	1	3618.37
210915.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.07	29887	29887	1	1	7705.69
210916.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.08	29884	29884	1	1	11768.84
210918.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.03	29887	29887	1	1	8682.70
210919.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.66	29903	29903	1	1	97655.75
210920.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.11	29903	29903	1	1	17011.67
210921.consensus	1	1	1	1	1	0	29905	29905	29905	29905	29905	0	1	29905	29905	39.54	29905	29905	1	1	97074.07
210926.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.24	29887	29887	1	1	18462.88
210929.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.01	29884	29884	1	1	15058.23
210931.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.00	29887	29887	1	1	4881.72
210934.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.02	29887	29887	1	1	7374.44
210939.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.04	29887	29887	1	1	6641.68
210940.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.02	29887	29887	1	1	7782.65
210944.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	2432.74
210945.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.09	29887	29887	1	1	16214.41
210950.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.06	29903	29903	1	1	10089.29
210951.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	4303.92
210953.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.97	29903	29903	1	1	4096.58
210954.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.92	29903	29903	1	1	3213.72
2110000.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.11	29890	29890	1	1	6293.07
2110001.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.03	29890	29890	1	1	4613.58
2110007.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.19	29896	29896	1	1	6121.22
2110010.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.14	29896	29896	1	1	7121.35
2110019.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.22	29896	29896	1	1	7837.17
2110036.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.15	29896	29896	1	1	7342.12
2110043.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.07	29890	29890	1	1	3844.10
2110044.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.10	29890	29890	1	1	4904.65
2110054.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.23	29896	29896	1	1	6669.79
2110055.consensus	1	1	1	1	1	0	29885	29885	29885	29885	29885	0	1	29885	29885	38.00	29885	29885	1	1	1900.62
2110065.consensus	1	1	1	1	1	0	29873	29873	29873	29873	29873	0	1	29873	29873	38.00	29873	29873	1	1	1814.35
2110066.consensus	1	1	1	1	1	0	29864	29864	29864	29864	29864	0	1	29864	29864	37.99	29864	29864	1	1	944.28
2110067.consensus	1	1	1	1	1	0	29876	29876	29876	29876	29876	0	1	29876	29876	38.00	29876	29876	1	1	1991.57
2110172.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.14	29890	29890	1	1	5021.75
2110173.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.12	29890	29890	1	1	4673.80
2110174.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.21	29896	29896	1	1	7154.80
2110175.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.09	29896	29896	1	1	4161.09
2110180.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.14	29896	29896	1	1	4238.03
2110181.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.11	29896	29896	1	1	5274.95
211018.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.98	29903	29903	1	1	5845.57
211019.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.15	29903	29903	1	1	15299.47
211020.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.07	29903	29903	1	1	9303.41
211022.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.10	29903	29903	1	1	15209.18
211023.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.28	29903	29903	1	1	20673.51
211026.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.20	29903	29903	1	1	20937.70
211027.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.03	29903	29903	1	1	4832.29
2110280.consensus	1	1	1	1	1	0	29876	29876	29876	29876	29876	0	1	29876	29876	38.01	29876	29876	1	1	1472.75
211028.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.06	29903	29903	1	1	6390.66
211029.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.27	29903	29903	1	1	17269.17
211030.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.22	29903	29903	1	1	11721.23
211031.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.16	29903	29903	1	1	15249.31
211032.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.12	29903	29903	1	1	6805.34
211037.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.15	29887	29887	1	1	11516.71
211039.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.01	29887	29887	1	1	5694.78
211043.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.09	29887	29887	1	1	12035.33
211046.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.09	29884	29884	1	1	8288.72
211047.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.12	29887	29887	1	1	12450.23
211071.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.02	29887	29887	1	1	8241.04
211074.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	3965.33
211084.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.07	29903	29903	1	1	9654.55
211090.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.04	29887	29887	1	1	10757.19
211091.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	3182.30
211092.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.92	29903	29903	1	1	2009.83
211095.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.03	29903	29903	1	1	6353.88
211101.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.05	29887	29887	1	1	4430.02
211104.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.22	29887	29887	1	1	18101.52
211107.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.12	29903	29903	1	1	10778.18
211114.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.67	29903	29903	1	1	72163.33
211115.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.00	29903	29903	1	1	6969.20
211125.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.04	29903	29903	1	1	10396.95
211127.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.98	29903	29903	1	1	645.42
211130.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.05	29903	29903	1	1	20145.14
211131.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.95	29903	29903	1	1	1993.11
211132.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.11	29903	29903	1	1	10172.89
211141.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.08	29884	29884	1	1	8138.13
211144.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.03	29903	29903	1	1	21984.42
211147.consensus	1	1	1	1	1	0	29902	29902	29902	29902	29902	0	1	29902	29902	38.85	29902	29902	1	1	59745.17
211149.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	6642.35
211154.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.07	29884	29884	1	1	6826.40
211158.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.27	29903	29903	1	1	16924.72
211162.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.14	29903	29903	1	1	10480.55
211168.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.11	29903	29903	1	1	9142.90
211171.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	11628.30
211172.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	6799.63
211174.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.12	29903	29903	1	1	9888.64
211182.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	7418.69
211184.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	7455.49
211186.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	5086.33
211188.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	8717.04
211189.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	5825.86
211193.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.01	29903	29903	1	1	3534.76
211194.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.12	29884	29884	1	1	15590.28
211197.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	38.00	29903	29903	1	1	7614.62
211200.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	6689.20
211202.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	40.09	29903	29903	1	1	83901.28
211204.consensus	1	1	1	1	1	0	29903	29903	29903	29903	29903	0	1	29903	29903	37.99	29903	29903	1	1	9647.86
